"Date","Price","Daily Active Deposits","Transaction Volume","Amount held by top addresses","Amount held by top exchange addresses","Amount held by top non-exchange addresses","Age Consumed","Velocity","Coin Supply on Exchanges","Coin Supply on Exchanges (as % of total supply)","Coin Supply outside of Exchanges","Exchange Inflow","Exchange Outflow","Exchange Flow Balance"
"2018-07-30T12:00:00.000Z","0.3181684","","950222.7462427922","","","","41030305.14430475","","","","","227987.07371509043","-438154.8718320265","-210167.7981169361"
"2018-07-31T00:00:00.000Z","0.275888","41","1524620.4334484213","761042408.3097994","115772720.69979896","654867127.8843005","87011766.02182463","1.9173922593404282","126457113.70418885","12.64571137041785","873542886.295893","689744.2489676153","-274958.4771600159","414785.77180759964"
"2018-07-31T12:00:00.000Z","0.293934","","1741344.6242911317","761042408.3097994","115772720.69979896","654867127.8843005","119084995.18248048","1.9173922593404282","126457113.70418885","12.64571137041785","873542886.295893","592184.3168865228","-366717.7624922559","225466.55439426695"
"2018-08-01T00:00:00.000Z","0.280717","35","761610.3250355056","761301198.2048413","116031510.59484081","654867127.8843005","18598929.902047582","1.6135010525369837","126391020.59884304","12.63910205988327","873608979.4012387","334044.8759196902","-238747.42382096953","95297.45209872065"
"2018-08-01T12:00:00.000Z","0.28728","","650746.5817102437","761301198.2048413","116031510.59484081","654867127.8843005","25617678.502539493","1.6135010525369837","126391020.59884304","12.63910205988327","873608979.4012387","126528.54507418243","-287919.10251871933","-161390.557444537"
"2018-08-02T00:00:00.000Z","0.302584","55","795616.181385916","761712807.4742413","116443119.8642408","654867127.8843005","28270094.533597827","1.7215720112187556","126473712.02048379","12.647371202047344","873526287.979598","280085.70931642817","-379255.30882304686","-99169.59950661876"
"2018-08-02T12:00:00.000Z","0.30958","","967357.7893176266","761712807.4742413","116443119.8642408","654867127.8843005","67771943.65947685","1.7215720112187556","126473712.02048379","12.647371202047344","873526287.979598","396680.6896026244","-214819.66845524963","181861.02114737485"
"2018-08-03T00:00:00.000Z","0.280646","39","801698.5955699309","761931141.807478","116661454.19747755","654867127.8843005","35242960.02704744","1.7454778394311936","126508948.46508491","12.650894846507457","873491051.5349969","400137.03125575505","-194398.14329771735","205738.88795803758"
"2018-08-03T12:00:00.000Z","0.2848797938","","724917.2504098434","761931141.807478","116661454.19747755","654867127.8843005","44053006.82680179","1.7454778394311936","126508948.46508491","12.650894846507457","873491051.5349969","91634.02741099999","-262136.47076792168","-170502.44335692172"
"2018-08-04T00:00:00.000Z","0.283365675","22","625364.576842696","762821941.7946016","117552254.18460107","654867127.8843005","9657984.40391582","2.0720174313063686","126978401.87314497","12.697840187313458","873021598.1269368","280985.79474","-315366.5377665499","-34380.7430265499"
"2018-08-04T12:00:00.000Z","0.257989","","1517623.574060815","762821941.7946016","117552254.18460107","654867127.8843005","87279172.7456639","2.0720174313063686","126978401.87314497","12.697840187313458","873021598.1269368","725396.8190315765","-221562.66794496935","503834.1510866073"
"2018-08-05T00:00:00.000Z","0.251037","13","629311.9330289183","763002643.6171534","117732956.00715292","654867127.8843005","16955058.334804084","1.9701313507685305","126900534.4972489","12.690053449723854","873099465.5028329","245080.99521173688","-279963.88860017195","-34882.89338843505"
